taxon	lineage
OP964981|homo_sapiens|brazil|2022-03-08	H
OP964980|homo_sapiens|brazil|2022-03-08	H
OP964970|homo_sapiens|brazil|2022-02-15	H
OP964974|homo_sapiens|brazil|2022-02-16	H
OP964968|homo_sapiens|brazil|2022-02-15	H
OP964963|homo_sapiens|brazil|2022-02-23	H
OP964946|homo_sapiens|brazil|2022-02-15	H
OP964953|homo_sapiens|brazil|2022-02-18	H
OP964944|homo_sapiens|brazil|2022-02-15	H
OP964992|homo_sapiens|brazil|2022-03-09	H
OP964990|homo_sapiens|brazil|2022-03-09	H
OP964984|homo_sapiens|brazil|2022-03-08	H
OP964978|homo_sapiens|brazil|2022-03-07	H
OP964988|homo_sapiens|brazil|2022-03-09	H
OP964989|homo_sapiens|brazil|2022-03-09	H
OP964985|homo_sapiens|brazil|2022-03-08	H
OP964969|homo_sapiens|brazil|2022-02-15	H
OP964972|homo_sapiens|brazil|2022-02-16	H
OP964971|homo_sapiens|brazil|2022-02-14	H
OP964947|homo_sapiens|brazil|2022-02-21	H
OP964948|homo_sapiens|brazil|2022-02-21	H
OP964942|homo_sapiens|brazil|2022-02-10	H
OP964938|homo_sapiens|brazil|2022-02-10	H
OP964976|homo_sapiens|brazil|2022-02-24	H
OP964973|homo_sapiens|brazil|2022-02-16	H
OP964986|homo_sapiens|brazil|2022-03-09	H
OP964961|homo_sapiens|brazil|2022-02-22	H
OP964983|homo_sapiens|brazil|2022-03-08	H
OP964933|homo_sapiens|brazil|2022-02-10	H
OP964979|homo_sapiens|brazil|2022-03-07	H
OP964975|homo_sapiens|brazil|2022-02-17	H
OP964943|homo_sapiens|brazil|2022-02-15	H
OP964987|homo_sapiens|brazil|2022-03-09	H
OP964982|homo_sapiens|brazil|2022-03-08	H
OP964977|homo_sapiens|brazil|2022-03-07	H
OP964951|homo_sapiens|brazil|2022-02-18	H
OP964941|homo_sapiens|brazil|2022-02-10	H
OP964967|homo_sapiens|brazil|2022-02-16	H
OP964964|homo_sapiens|brazil|2022-02-22	H
OP964949|homo_sapiens|brazil|2022-02-17	H
OP964940|homo_sapiens|brazil|2022-02-10	H
OP964952|homo_sapiens|brazil|2022-02-18	H
OP964950|homo_sapiens|brazil|2022-02-18	H
OP964945|homo_sapiens|brazil|2022-02-15	H
OP964939|homo_sapiens|brazil|2022-02-10	H
OP964937|homo_sapiens|brazil|2022-02-10	H
OP964936|homo_sapiens|brazil|2022-02-10	H
OP964935|homo_sapiens|brazil|2022-02-10	H
OP964934|homo_sapiens|brazil|2022-02-10	H
OP964932|homo_sapiens|brazil|2022-02-10	H
OR167346|homo_sapiens|brazil|2023-05-11	H
OR167343|homo_sapiens|brazil|2023-03-28	H
OR167347|homo_sapiens|brazil|2023-05-23	H
OR167321|homo_sapiens|brazil|2023-03-13	H
OR167307|homo_sapiens|brazil|2023-03-28	H
OR167339|homo_sapiens|brazil|2023-05-09	H
OR167336|homo_sapiens|brazil|2023-04-27	H
OR167332|homo_sapiens|brazil|2023-04-21	H
OR167312|homo_sapiens|brazil|2023-02-27	H
OR167311|homo_sapiens|brazil|2023-02-27	H
OR167305|homo_sapiens|brazil|2023-03-16	H
OR167335|homo_sapiens|brazil|2023-04-27	H
OR167331|homo_sapiens|brazil|2023-04-14	H
OR167322|homo_sapiens|brazil|2023-03-28	H
OR167302|homo_sapiens|brazil|2023-03-13	H
OR167294|homo_sapiens|brazil|2023-02-13	H
OR167293|homo_sapiens|brazil|2023-02-09	H
OQ759843|homo_sapiens|brazil|2022-03-11	H
OR167317|homo_sapiens|brazil|2023-03-12	H
OR167315|homo_sapiens|brazil|2023-02-26	H
OR167323|homo_sapiens|brazil|2023-03-08	H
OR167316|homo_sapiens|brazil|2023-03-01	H
OR167314|homo_sapiens|brazil|2023-02-24	H
OR167324|homo_sapiens|brazil|2023-02-23	H
OR167352|homo_sapiens|brazil|2023-05-29	H
OR167353|homo_sapiens|brazil|2023-05-25	H
OR167351|homo_sapiens|brazil|2023-05-23	H
OR167350|homo_sapiens|brazil|2023-04-23	H
OR167349|homo_sapiens|brazil|2023-04-04	H
OR167348|homo_sapiens|brazil|2023-04-20	H
OR167354|homo_sapiens|brazil|2023-04-19	H
OR167342|homo_sapiens|brazil|2023-05-13	H
OR167313|homo_sapiens|brazil|2023-03-08	H
OR167338|homo_sapiens|brazil|2023-05-09	H
OR167306|homo_sapiens|brazil|2023-03-27	H
OR167304|homo_sapiens|brazil|2023-03-09	H
OR167299|homo_sapiens|brazil|2023-02-23	H
OR167296|homo_sapiens|brazil|2023-02-17	H
OR167295|homo_sapiens|brazil|2023-02-16	H
OR167333|homo_sapiens|brazil|2023-04-24	H
OR167308|homo_sapiens|brazil|2023-04-05	H
OR167303|homo_sapiens|brazil|2023-03-09	H
OR167301|homo_sapiens|brazil|2023-03-06	H
OR167300|homo_sapiens|brazil|2023-03-06	H
OR167298|homo_sapiens|brazil|2023-02-16	H
OR167292|homo_sapiens|brazil|2023-01-11	H
OR167290|homo_sapiens|brazil|2023-01-05	H
OR167289|homo_sapiens|brazil|2023-01-06	H
OQ759890|homo_sapiens|brazil|2021-08-12	H
OQ759887|homo_sapiens|brazil|2021-07-09	H
OQ759797|homo_sapiens|brazil|2021-12-02	H
OQ759775|homo_sapiens|brazil|2021-12-25	H
OQ759741|homo_sapiens|brazil|2021-06-02	H
OQ759692|homo_sapiens|brazil|2022-04-20	H
OQ759671|homo_sapiens|brazil|2022-03-18	H
ON586957|homo_sapiens|brazil|2021-11-18	H
ON586956|homo_sapiens|brazil|2021-10-08	H
ON586955|homo_sapiens|brazil|2021-07-30	H
ON586954|homo_sapiens|brazil|2021-09-14	H
ON586961|homo_sapiens|brazil|2022-01-25	H
ON586968|homo_sapiens|brazil|2022-02-09	H
OP485452|homo_sapiens|brazil|2022-06-26	H
ON586967|homo_sapiens|brazil|2022-02-07	H
OP485449|homo_sapiens|brazil|2022-06-22	H
OP485453|homo_sapiens|brazil|2022-07-14	H
OP485448|homo_sapiens|brazil|2022-06-21	H
OP485447|homo_sapiens|brazil|2022-05-29	H
OP485450|homo_sapiens|brazil|2022-06-24	H
OP485446|homo_sapiens|brazil|2022-05-26	H
OP485455|homo_sapiens|brazil|2022-07-23	H
OP485451|homo_sapiens|brazil|2022-06-24	H
OP485454|homo_sapiens|brazil|2022-07-20	H
OP485445|homo_sapiens|brazil|2022-05-27	H
OP485444|homo_sapiens|brazil|2022-07-24	H
ON586965|homo_sapiens|brazil|2022-01-31	H
ON586962|homo_sapiens|brazil|2022-01-26	H
ON586966|homo_sapiens|brazil|2022-02-07	H
ON586964|homo_sapiens|brazil|2022-01-31	H
ON586960|homo_sapiens|brazil|2022-01-24	H
ON586959|homo_sapiens|brazil|2022-01-22	H
ON586963|homo_sapiens|brazil|2022-01-26	H
ON586958|homo_sapiens|brazil|2022-01-21	H
OR538603|homo_sapiens|brazil|2022-06-10	H
OR538604|homo_sapiens|brazil|2022-07-12	H
OR538602|homo_sapiens|brazil|2022-06-10	H
OQ865322|homo_sapiens|brazil|2023-01-26	H
OQ865323|homo_sapiens|brazil|2023-02-13	H
OQ865321|homo_sapiens|brazil|2023-01-31	H
OQ865320|homo_sapiens|brazil|2023-01-26	H
OQ865315|homo_sapiens|brazil|2023-03-07	H
OQ865313|homo_sapiens|brazil|2023-03-14	H
OQ865314|homo_sapiens|brazil|2023-03-06	H
OQ865312|homo_sapiens|brazil|2022-12-14	H
OQ865305|homo_sapiens|brazil|2022-11-08	H
OQ865319|homo_sapiens|brazil|2023-03-03	H
OQ865318|homo_sapiens|brazil|2023-03-14	H
OQ865317|homo_sapiens|brazil|2023-02-03	H
OQ865316|homo_sapiens|brazil|2023-02-28	H
OR167320|homo_sapiens|brazil|2023-03-17	H
OR167297|homo_sapiens|brazil|2023-02-16	H
OQ865311|homo_sapiens|brazil|2023-02-03	H
OQ865310|homo_sapiens|brazil|2023-03-01	H
OQ865308|homo_sapiens|brazil|2023-03-15	H
OQ865307|homo_sapiens|brazil|2023-02-15	H
OQ865306|homo_sapiens|brazil|2023-01-30	H
OR064030|homo_sapiens|brazil|2023-02-07	H
OR064024|homo_sapiens|brazil|2023-01-16	H
OQ865309|homo_sapiens|brazil|2023-02-08	H
PQ441909|homo_sapiens|brazil|2023-08-05	H
MK244644|homo_sapiens|brazil|2018-03-26	H
ON142088|homo_sapiens|brazil|2019-05-21	H
ON142086|homo_sapiens|brazil|2019-07-08	H
ON142084|homo_sapiens|brazil|2019-07-01	H
ON142081|homo_sapiens|brazil|2019-05-23	H
ON142078|homo_sapiens|brazil|2019-05-03	H
ON142076|homo_sapiens|brazil|2019-04-25	H
ON142069|homo_sapiens|brazil|2019-05-31	H
ON142071|homo_sapiens|brazil|2019-06-04	H
OP312955|homo_sapiens|brazil|2018-04-19	H
OP312952|homo_sapiens|brazil|2018-04-05	H
PP337008|homo_sapiens|brazil|2019-04-26	H
PP337007|homo_sapiens|brazil|2019-04-25	H
OP312945|homo_sapiens|brazil|2018-04-02	H
OP312968|homo_sapiens|brazil|2018-05-17	H
OP312939|homo_sapiens|brazil|2018-03-15	H
PP337004|homo_sapiens|brazil|2017-06-13	H
ON142087|homo_sapiens|brazil|2019-07-08	H
ON142083|homo_sapiens|brazil|2019-07-11	H
ON142089|homo_sapiens|brazil|2019-05-17	H
ON142075|homo_sapiens|brazil|2019-05-27	H
ON142068|homo_sapiens|brazil|2019-04-18	H
PP337000|homo_sapiens|brazil|2019-08-02	H
PP336999|homo_sapiens|brazil|2019-05-23	H
OR452425|homo_sapiens|brazil|2019-06-12	H
OP312959|homo_sapiens|brazil|2018-04-30	H
ON142082|homo_sapiens|brazil|2019-05-27	H
ON142079|homo_sapiens|brazil|2019-04-25	H
ON142077|homo_sapiens|brazil|2019-04-25	H
ON142072|homo_sapiens|brazil|2019-05-15	H
PP337005|homo_sapiens|brazil|2019-05-31	H
OQ759878|homo_sapiens|brazil|2021-09-20	H
OQ759870|homo_sapiens|brazil|2021-08-09	H
OQ759868|homo_sapiens|brazil|2021-10-29	H
OQ759860|homo_sapiens|brazil|2021-08-25	H
MT933047|homo_sapiens|brazil|2019-07-02	H
MT933045|homo_sapiens|brazil|2019-06-19	H
MT933042|homo_sapiens|brazil|2019-05-11	H
MT933030|homo_sapiens|brazil|2019-01-28	H
OQ759715|homo_sapiens|brazil|2019-11-28	H
OQ759716|homo_sapiens|brazil|2019-11-28	H
OQ759707|homo_sapiens|brazil|2019-11-05	H
OQ759713|homo_sapiens|brazil|2019-11-28	H
OQ759711|homo_sapiens|brazil|2019-11-06	H
OQ759706|homo_sapiens|brazil|2019-10-24	H
OQ760032|homo_sapiens|brazil|2022-05-27	H
OQ760003|homo_sapiens|brazil|2022-04-21	H
OQ760002|homo_sapiens|brazil|2022-04-19	H
OQ760001|homo_sapiens|brazil|2022-04-20	H
OQ759988|homo_sapiens|brazil|2022-04-21	H
OQ759675|homo_sapiens|brazil|2022-03-11	H
OQ759691|homo_sapiens|brazil|2022-04-20	H
OQ759661|homo_sapiens|brazil|2022-03-22	H
OQ759659|homo_sapiens|brazil|2022-03-15	H
OQ759700|homo_sapiens|brazil|2022-04-27	H
OQ759670|homo_sapiens|brazil|2022-03-14	H
OQ759677|homo_sapiens|brazil|2022-03-24	H
OQ759689|homo_sapiens|brazil|2022-04-29	H
OQ759667|homo_sapiens|brazil|2022-03-17	H
OQ759657|homo_sapiens|brazil|2022-03-15	H
OQ759658|homo_sapiens|brazil|2022-02-15	H
OQ759676|homo_sapiens|brazil|2022-03-22	H
OQ759673|homo_sapiens|brazil|2022-03-17	H
OQ759656|homo_sapiens|brazil|2022-03-22	H
OQ759693|homo_sapiens|brazil|2022-04-06	H
OQ759695|homo_sapiens|brazil|2022-04-26	H
OQ759687|homo_sapiens|brazil|2022-05-10	H
OQ759674|homo_sapiens|brazil|2022-03-10	H
OQ759696|homo_sapiens|brazil|2022-04-28	H
OQ759683|homo_sapiens|brazil|2022-05-26	H
OQ759672|homo_sapiens|brazil|2022-03-24	H
OQ759698|homo_sapiens|brazil|2022-05-04	H
OQ759690|homo_sapiens|brazil|2022-05-11	H
OQ759669|homo_sapiens|brazil|2022-03-10	H
OQ759668|homo_sapiens|brazil|2022-03-30	H
OQ759655|homo_sapiens|brazil|2022-03-16	H
OQ759854|homo_sapiens|brazil|2021-06-11	H
OQ759907|homo_sapiens|brazil|2021-10-06	H
OQ759880|homo_sapiens|brazil|2021-09-17	H
OQ759874|homo_sapiens|brazil|2021-10-14	H
OQ759857|homo_sapiens|brazil|2021-08-06	H
OQ759847|homo_sapiens|brazil|2021-06-18	H
OQ759864|homo_sapiens|brazil|2021-09-09	H
OQ759859|homo_sapiens|brazil|2021-08-14	H
OQ759863|homo_sapiens|brazil|2021-09-11	H
OQ759876|homo_sapiens|brazil|2021-10-05	H
OQ759875|homo_sapiens|brazil|2021-09-27	H
OQ759867|homo_sapiens|brazil|2021-10-27	H
OQ759865|homo_sapiens|brazil|2021-08-30	H
OQ759861|homo_sapiens|brazil|2021-08-13	H
OQ759856|homo_sapiens|brazil|2021-07-30	H
OQ759852|homo_sapiens|brazil|2021-06-16	H
OQ759879|homo_sapiens|brazil|2021-09-17	H
OQ759872|homo_sapiens|brazil|2021-10-18	H
OQ759882|homo_sapiens|brazil|2021-08-24	H
OQ759652|homo_sapiens|brazil|2021-09-18	H
OQ865304|homo_sapiens|brazil|2022-10-24	H
OQ865302|homo_sapiens|brazil|2023-01-26	H
OQ865301|homo_sapiens|brazil|2023-02-02	H
OQ865303|homo_sapiens|brazil|2023-03-22	H
OQ865300|homo_sapiens|brazil|2023-03-08	H
OQ865299|homo_sapiens|brazil|2023-02-07	H
OQ865298|homo_sapiens|brazil|2023-01-24	H
OQ865297|homo_sapiens|brazil|2022-11-18	H
OQ865296|homo_sapiens|brazil|2023-01-31	H
OQ865295|homo_sapiens|brazil|2022-10-24	H
OQ616996|homo_sapiens|brazil|2022-02-03	H
PP681186|homo_sapiens|brazil|2022-04-27	H
OZ252703|homo_sapiens|spain|2023-03-21	H
OR631912|homo_sapiens|argentina|2023-01-15	H
OZ252702|homo_sapiens|spain|2023-03-14	H
OR063980|homo_sapiens|brazil|2023-02-26	H
OR063985|homo_sapiens|brazil|2023-03-02	H
OR063979|homo_sapiens|brazil|2023-02-27	H
OR063986|homo_sapiens|brazil|2023-03-07	H
OR063982|homo_sapiens|brazil|2023-03-07	H
OR063984|homo_sapiens|brazil|2023-02-25	H
OR063983|homo_sapiens|brazil|2023-02-27	H
OR063981|homo_sapiens|brazil|2023-02-26	H
OR063978|homo_sapiens|brazil|2023-02-17	H
OZ252701|homo_sapiens|spain|2023-02-17	H
OZ252700|homo_sapiens|spain|2023-02-22	H
OR167329|homo_sapiens|brazil|2023-03-13	H
OR167355|homo_sapiens|brazil|2023-01-01	H
OR063988|homo_sapiens|brazil|2023-02-23	H
OR063987|homo_sapiens|brazil|2023-02-26	H
OR064003|homo_sapiens|brazil|2023-02-27	H
OR064005|homo_sapiens|brazil|2023-02-16	H
OR064017|homo_sapiens|brazil|2023-02-10	H
OR064015|homo_sapiens|brazil|2023-02-23	H
OR064014|homo_sapiens|brazil|2023-02-10	H
OR064013|homo_sapiens|brazil|2023-02-08	H
OR064012|homo_sapiens|brazil|2023-02-08	H
OR064001|homo_sapiens|brazil|2023-02-21	H
OR064007|homo_sapiens|brazil|2023-03-02	H
OR064004|homo_sapiens|brazil|2023-02-27	H
OR064000|homo_sapiens|brazil|2023-02-20	H
OR063999|homo_sapiens|brazil|2023-02-16	H
OR063996|homo_sapiens|brazil|2023-02-16	H
OR064006|homo_sapiens|brazil|2023-02-27	H
OR064002|homo_sapiens|brazil|2023-02-20	H
OR063994|homo_sapiens|brazil|2023-02-15	H
OR064010|homo_sapiens|brazil|2023-02-06	H
OR064008|homo_sapiens|brazil|2023-01-15	H
OR063997|homo_sapiens|brazil|2023-02-10	H
OR063998|homo_sapiens|brazil|2023-02-10	H
OR063995|homo_sapiens|brazil|2023-02-05	H
OR063992|homo_sapiens|brazil|2023-02-02	H
OR064016|homo_sapiens|brazil|2023-02-01	H
OR063993|homo_sapiens|brazil|2023-02-01	H
OR063990|homo_sapiens|brazil|2023-02-03	H
OQ616992|homo_sapiens|brazil|2023-02-04	H
OQ616990|homo_sapiens|brazil|2023-02-02	H
OQ616989|homo_sapiens|brazil|2023-01-30	H
OQ616988|homo_sapiens|brazil|2023-01-29	H
OQ616991|homo_sapiens|brazil|2023-02-05	H
OQ616987|homo_sapiens|brazil|2023-01-28	H
OQ616985|homo_sapiens|brazil|2023-01-26	H
OR167326|homo_sapiens|brazil|2023-03-16	H
OR167356|homo_sapiens|brazil|2023-01-01	H
OR167327|homo_sapiens|brazil|2023-03-31	H
OR167310|homo_sapiens|brazil|2023-03-28	H
OQ616986|homo_sapiens|brazil|2023-01-26	H
OR167345|homo_sapiens|brazil|2023-01-01	H
OR167357|homo_sapiens|brazil|2023-01-01	H
OR167344|homo_sapiens|brazil|2023-01-01	H
OR167334|homo_sapiens|brazil|2023-04-26	H
OR167319|homo_sapiens|brazil|2023-02-28	H
OR167325|homo_sapiens|brazil|2023-03-15	H
OR167328|homo_sapiens|brazil|2023-03-29	H
OR167318|homo_sapiens|brazil|2023-03-24	H
OR167309|homo_sapiens|brazil|2023-03-16	H
OQ775529|homo_sapiens|paraguay|2023-03-07	H
OQ775556|homo_sapiens|paraguay|2023-03-06	H
OQ775519|homo_sapiens|paraguay|2023-03-07	H
OQ775513|homo_sapiens|paraguay|2023-02-28	H
OQ775535|homo_sapiens|paraguay|2023-02-25	H
OQ775501|homo_sapiens|paraguay|2023-02-25	H
OQ775531|homo_sapiens|paraguay|2023-02-24	H
OQ775517|homo_sapiens|paraguay|2023-03-06	H
OQ775512|homo_sapiens|paraguay|2023-03-01	H
OQ775487|homo_sapiens|paraguay|2023-01-21	H
OQ775560|homo_sapiens|paraguay|2023-01-23	H
OQ775545|homo_sapiens|paraguay|2023-02-26	H
OQ775551|homo_sapiens|paraguay|2023-02-24	H
OQ775449|homo_sapiens|paraguay|2023-01-30	H
OQ775510|homo_sapiens|paraguay|2023-03-02	H
OQ775442|homo_sapiens|paraguay|2023-01-19	H
OQ759918|homo_sapiens|brazil|2022-04-01	H
OQ759923|homo_sapiens|brazil|2022-04-05	H
OQ759904|homo_sapiens|brazil|2022-03-18	H
OQ759886|homo_sapiens|brazil|2022-02-18	H
OQ759929|homo_sapiens|brazil|2022-04-05	H
OQ759922|homo_sapiens|brazil|2022-04-05	H
OQ759912|homo_sapiens|brazil|2022-03-30	H
OQ759901|homo_sapiens|brazil|2022-03-18	H
OQ759900|homo_sapiens|brazil|2022-03-24	H
OQ759892|homo_sapiens|brazil|2022-03-28	H
OQ759885|homo_sapiens|brazil|2022-02-10	H
OQ759926|homo_sapiens|brazil|2022-04-05	H
OQ759889|homo_sapiens|brazil|2022-03-17	H
OQ759932|homo_sapiens|brazil|2022-04-07	H
OQ759911|homo_sapiens|brazil|2022-03-30	H
OQ759973|homo_sapiens|brazil|2022-06-13	H
OQ759965|homo_sapiens|brazil|2022-06-07	H
OQ759956|homo_sapiens|brazil|2022-05-02	H
OQ759955|homo_sapiens|brazil|2022-04-20	H
OQ759951|homo_sapiens|brazil|2022-04-18	H
OQ759927|homo_sapiens|brazil|2022-04-06	H
OQ759925|homo_sapiens|brazil|2022-04-05	H
OQ759897|homo_sapiens|brazil|2022-03-23	H
OQ759935|homo_sapiens|brazil|2022-04-07	H
OQ759928|homo_sapiens|brazil|2022-04-05	H
OQ759915|homo_sapiens|brazil|2022-04-05	H
OQ759913|homo_sapiens|brazil|2022-04-04	H
OQ759898|homo_sapiens|brazil|2022-03-23	H
OQ759894|homo_sapiens|brazil|2022-03-29	H
OQ759895|homo_sapiens|brazil|2022-03-29	H
OQ759902|homo_sapiens|brazil|2022-03-18	H
OQ759896|homo_sapiens|brazil|2022-03-29	H
OQ759888|homo_sapiens|brazil|2022-03-16	H
OQ759930|homo_sapiens|brazil|2022-04-09	H
OQ759921|homo_sapiens|brazil|2022-03-31	H
OQ759903|homo_sapiens|brazil|2022-03-21	H
OQ759914|homo_sapiens|brazil|2022-04-04	H
OQ759908|homo_sapiens|brazil|2022-03-22	H
OQ759906|homo_sapiens|brazil|2022-03-22	H
OQ759919|homo_sapiens|brazil|2022-03-31	H
OQ759917|homo_sapiens|brazil|2022-03-31	H
OQ759920|homo_sapiens|brazil|2022-03-30	H
OQ759899|homo_sapiens|brazil|2022-03-25	H
OQ759962|homo_sapiens|brazil|2022-05-19	H
OQ759924|homo_sapiens|brazil|2022-04-05	H
OQ759916|homo_sapiens|brazil|2022-04-05	H
OQ759891|homo_sapiens|brazil|2022-03-17	H
OQ759910|homo_sapiens|brazil|2022-03-22	H
OQ759883|homo_sapiens|brazil|2022-01-28	H
OQ775466|homo_sapiens|paraguay|2023-02-09	H
OQ775566|homo_sapiens|paraguay|2023-02-11	H
OQ567726|homo_sapiens|paraguay|2022-04-23	H
OQ567724|homo_sapiens|paraguay|2022-04-24	H
OQ567722|homo_sapiens|paraguay|2022-04-27	H
OQ775540|homo_sapiens|paraguay|2023-02-28	H
OQ775511|homo_sapiens|paraguay|2023-03-02	H
OQ775527|homo_sapiens|paraguay|2023-03-07	H
OQ775567|homo_sapiens|paraguay|2023-02-22	H
OQ775562|homo_sapiens|paraguay|2023-01-26	H
OQ775546|homo_sapiens|paraguay|2023-02-26	H
OQ775548|homo_sapiens|paraguay|2023-03-01	H
OQ775528|homo_sapiens|paraguay|2023-03-03	H
OQ775507|homo_sapiens|paraguay|2023-02-28	H
OQ775514|homo_sapiens|paraguay|2023-03-04	H
OQ775525|homo_sapiens|paraguay|2023-02-27	H
OQ775482|homo_sapiens|paraguay|2023-02-15	H
OQ775526|homo_sapiens|paraguay|2023-03-06	H
OQ775541|homo_sapiens|paraguay|2023-02-28	H
OQ775524|homo_sapiens|paraguay|2023-02-28	H
OQ775447|homo_sapiens|paraguay|2023-01-30	H
OQ775481|homo_sapiens|paraguay|2023-02-20	H
OQ775477|homo_sapiens|paraguay|2023-02-08	H
OQ775475|homo_sapiens|paraguay|2023-02-02	H
OQ775484|homo_sapiens|paraguay|2023-02-25	H
OQ775445|homo_sapiens|paraguay|2023-01-18	H
OQ775440|homo_sapiens|paraguay|2023-01-19	H
OQ775538|homo_sapiens|paraguay|2023-02-23	H
OQ775539|homo_sapiens|paraguay|2023-02-25	H
OQ775555|homo_sapiens|paraguay|2023-03-04	H
OQ775554|homo_sapiens|paraguay|2023-02-22	H
OQ775542|homo_sapiens|paraguay|2023-02-25	H
OQ775489|homo_sapiens|paraguay|2023-01-23	H
OQ567727|homo_sapiens|paraguay|2022-07-28	H
OQ775428|homo_sapiens|paraguay|2022-04-29	H
OQ775422|homo_sapiens|paraguay|2022-05-25	H
OQ775408|homo_sapiens|paraguay|2022-05-10	H
OQ775418|homo_sapiens|paraguay|2022-04-27	H
OQ775412|homo_sapiens|paraguay|2022-04-27	H
OQ775396|homo_sapiens|paraguay|2022-04-28	H
OQ775421|homo_sapiens|paraguay|2022-05-16	H
OQ775417|homo_sapiens|paraguay|2022-04-26	H
OQ775425|homo_sapiens|paraguay|2022-06-02	H
OQ775420|homo_sapiens|paraguay|2022-05-08	H
OQ775413|homo_sapiens|paraguay|2022-06-02	H
OQ775414|homo_sapiens|paraguay|2022-05-20	H
OQ775411|homo_sapiens|paraguay|2022-06-12	H
OQ775410|homo_sapiens|paraguay|2022-06-10	H
OQ775407|homo_sapiens|paraguay|2022-05-15	H
OQ775415|homo_sapiens|paraguay|2022-05-06	H
OQ775404|homo_sapiens|paraguay|2022-05-16	H
OQ775406|homo_sapiens|paraguay|2022-05-20	H
OQ775403|homo_sapiens|paraguay|2022-05-14	H
OQ775399|homo_sapiens|paraguay|2022-05-05	H
OQ775402|homo_sapiens|paraguay|2022-05-06	H
OQ775398|homo_sapiens|paraguay|2022-04-11	H
OQ775416|homo_sapiens|paraguay|2022-04-23	H
OQ775429|homo_sapiens|paraguay|2022-05-16	H
OQ775427|homo_sapiens|paraguay|2022-05-12	H
OQ775405|homo_sapiens|paraguay|2022-05-23	H
OQ775432|homo_sapiens|paraguay|2022-06-27	H
OQ775426|homo_sapiens|paraguay|2022-04-10	H
OQ775397|homo_sapiens|paraguay|2022-04-30	H
OQ567728|homo_sapiens|paraguay|2022-07-28	H
OQ775430|homo_sapiens|paraguay|2022-05-23	H
OQ775423|homo_sapiens|paraguay|2022-05-07	H
OQ775419|homo_sapiens|paraguay|2022-05-01	H
OQ567725|homo_sapiens|paraguay|2022-04-23	H
OQ567723|homo_sapiens|paraguay|2022-04-28	H
OQ775515|homo_sapiens|paraguay|2023-03-01	H
OQ775559|homo_sapiens|paraguay|2023-01-05	H
OQ775533|homo_sapiens|paraguay|2023-02-28	H
OQ775495|homo_sapiens|paraguay|2023-02-05	H
OQ775488|homo_sapiens|paraguay|2023-01-23	H
OQ775553|homo_sapiens|paraguay|2023-03-01	H
OQ775492|homo_sapiens|paraguay|2023-01-28	H
OQ775518|homo_sapiens|paraguay|2023-03-09	H
OQ775544|homo_sapiens|paraguay|2023-02-25	H
OQ775520|homo_sapiens|paraguay|2023-03-09	H
OQ775498|homo_sapiens|paraguay|2023-02-05	H
OQ775504|homo_sapiens|paraguay|2023-02-26	H
OQ775502|homo_sapiens|paraguay|2023-02-26	H
OQ775508|homo_sapiens|paraguay|2023-02-28	H
OQ775496|homo_sapiens|paraguay|2023-02-05	H
OQ775491|homo_sapiens|paraguay|2023-01-23	H
OQ775503|homo_sapiens|paraguay|2023-02-27	H
OQ775497|homo_sapiens|paraguay|2023-02-13	H
OQ775490|homo_sapiens|paraguay|2023-01-24	H
OQ775523|homo_sapiens|paraguay|2023-03-10	H
OQ775486|homo_sapiens|paraguay|2023-01-13	H
OQ775469|homo_sapiens|paraguay|2023-02-15	H
OQ775433|homo_sapiens|paraguay|2023-01-05	H
OQ775434|homo_sapiens|paraguay|2022-06-20	H
OQ775424|homo_sapiens|paraguay|2022-06-01	H
OQ775506|homo_sapiens|paraguay|2023-03-01	H
OQ775464|homo_sapiens|paraguay|2023-02-11	H
OQ775409|homo_sapiens|paraguay|2022-05-29	H
OQ775532|homo_sapiens|paraguay|2023-02-28	H
OQ775530|homo_sapiens|paraguay|2023-03-05	H
OQ775534|homo_sapiens|paraguay|2023-02-25	H
OQ775522|homo_sapiens|paraguay|2023-03-07	H
OQ775505|homo_sapiens|paraguay|2023-02-28	H
OQ775509|homo_sapiens|paraguay|2023-03-02	H
OQ775443|homo_sapiens|paraguay|2023-01-24	H
OQ775457|homo_sapiens|paraguay|2023-02-05	H
OQ775473|homo_sapiens|paraguay|2023-01-31	H
OQ775431|homo_sapiens|paraguay|2023-02-28	H
OQ775558|homo_sapiens|paraguay|2023-01-20	H
OQ775543|homo_sapiens|paraguay|2023-02-25	H
OQ775549|homo_sapiens|paraguay|2023-03-01	H
OQ775476|homo_sapiens|paraguay|2023-02-03	H
OQ775450|homo_sapiens|paraguay|2023-01-28	H
OQ775557|homo_sapiens|paraguay|2023-03-05	H
OQ775552|homo_sapiens|paraguay|2023-02-23	H
OQ775547|homo_sapiens|paraguay|2023-03-01	H
OQ775454|homo_sapiens|paraguay|2023-02-01	H
PQ841415|homo_sapiens|paraguay|2023-01-23	H
PQ841422|homo_sapiens|paraguay|2023-02-07	H
PQ841420|homo_sapiens|paraguay|2023-02-04	H
PQ841427|homo_sapiens|paraguay|2023-03-16	H
PQ841421|homo_sapiens|paraguay|2023-02-06	H
PQ841416|homo_sapiens|paraguay|2023-01-25	H
PQ841413|homo_sapiens|paraguay|2023-01-24	H
OQ775537|homo_sapiens|paraguay|2023-02-24	H
OQ775565|homo_sapiens|paraguay|2023-02-09	H
